HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|HUVUDMANS NAMN|REKTORS NAMN|JURIDISK FORM
Kommunal|2120001298|14|Västra Götalands län|1415|Stenungsund|54644442|Vuxenutbildningsenheten, SFI|Hasselbackevägen 76|44444|STENUNGSUND|Hasselbackevägen 76|44444|STENUNGSUND|0303-738650|http://www.stenungsund.se/vuxenutbildningen/sfi/|info@vux.stenungsund.se|STENUNGSUNDS KOMMUN|Jan Wennebrink|Kommuner
Kommunal|2120001314|14|Västra Götalands län|1421|Orust|91995366|Vux/Orust, SFI|Skolvägen 1|47332|HENÅN|Skolvägen 1|47332|HENÅN|0304-334221|http://www.orust.se|vendela.lekander@orust.se|ORUST KOMMUN|Susanne Hofling|Kommuner
Kommunal|2120001322|14|Västra Götalands län|1427|Sotenäs|11865698|Sotenäs Kompetenscentrum (Komvux-SFI)|Sotenäs Kompetenscentrum, Vuxenutbildningen|45631|KUNGSHAMN|Hagaberg Industrigata 1|45631|KUNGSHAMN|0523-664675|http://www.kompetenscentrum.nu|kompetenscentrum@sotenas.se|SOTENÄS KOMMUN|Per Svensson|Kommuner
Kommunal|2120001330|14|Västra Götalands län|1430|Munkedal|21208142|Kunskapens Hus, SFI|Box 23|45521|MUNKEDAL|Kustvägen 12|45561|DINGLE|0524-18162|http://www.munkedal.se/kunskapenshus|kunskapenshus@munkedal.se|MUNKEDALS KOMMUN|Henrik Oleskog|Kommuner
Kommunal|2120001348|14|Västra Götalands län|1435|Tanum|34018825|Komvux Tanum, SFI|Barn- och utbildningsförvalt.|45782|TANUMSHEDE|Granvägen 1|45796|TANUMSHEDE|0525-18220|http://www.tanum.se/|leif.buller@tanum.se|TANUMS KOMMUN| Leif Buller|Kommuner
Kommunal|2120001413|14|Västra Götalands län|1438|Dals-Ed|59612371|Komvux SFI Dals-Eds utv.center|Box 30|66821|ED|Viksgärdet 8|66831|ED|0534-19161|http://www.dalsed.se|jonas.mansson@utb.dalsed.se|DALS-EDS KOMMUN|Jonas Månsson|Kommuner
Kommunal|2120001421|14|Västra Götalands län|1439|Färgelanda|85514600|Vuxenutbildningen|Allhemsvägen 5|45880|FÄRGELANDA|Storebo, Folkhögskolevägen 2|45830|FÄRGELANDA|0528-567250|http://www.fargelanda.se|vuxenutbildningen@fargelanda.se|FÄRGELANDA KOMMUN|Ingvar Onsjö|Kommuner
Kommunal|2120001439|14|Västra Götalands län|1440|Ale|85804445|Lärcentrum komvux, SFI|Ale kommun|44980|ALAFORS|Vitklövergatan 1|44931|NÖDINGE|0303-330358|http://www.ale.se|ubn@ale.se|ALE KOMMUN|Monika Nilsson|Kommuner
Kommunal|2120001447|14|Västra Götalands län|1441|Lerum|12079745|SFI-skolan|Lerums kommun|44380|LERUM|Alingsåsvägen 9|44850|LERUM|0302-521739|http://www.lerum.se/vuxenutbildning|vuxenutbildning@lerum.se|LERUMS KOMMUN|Marie Egerstad|Kommuner
Kommunal|2120001454|14|Västra Götalands län|1442|Vårgårda|68987172|Komvux, SFI||44780|VÅRGÅRDA|Föreningsgatan 1|44731|VÅRGÅRDA|0322-600858|http://www.vargarda.se/|kristina.andersson@vargarda.se|VÅRGÅRDA KOMMUN|Ann-Charlotte Lilja|Kommuner
Kommunal|2120002916|14|Västra Götalands län|1445|Essunga|37677921|Nossebro Lärcenter|Essunga kommun Utbildningsförvaltningen|46582|NOSSEBRO|Södra vägen 9B|46531|NOSSEBRO|0510-70938|http://www.essunga.se|Lena.HolsendahlEriksson@essunga.se|ESSUNGA KOMMUN|Owe Brodin|Kommuner
Kommunal|2120001629|14|Västra Götalands län|1446|Karlsborg|55870331|Vuxenutbildningen i Karlsborg och Karlsborgs gymnasieskola|Storgatan 16|54682|KARLSBORG|Kungsgatan 16|54630|KARLSBORG|0505-17071|http://www.karlsborg.se/sv/Start/Container/Kontakter1/Barn--och-utbildningsforvaltningen/Vuxenutbildningen/|kommun@karlsborg.se|KARLSBORGS KOMMUN|Anna Dahlson|Kommuner
Kommunal|2120001637|14|Västra Götalands län|1447|Gullspång|76356633|Kunskapscentrum, SFI|Box 80|54822|HOVA|Allmänna vägen 103|54772|OTTERBÄCKEN|0551-36000|http://www.gullspang.se|komvux@gullspang.se|GULLSPÅNGS KOMMUN|Christina Leander|Kommuner
Kommunal|2120001462|14|Västra Götalands län|1452|Tranemo|43814639|Tranemo gymnasieskola, SFI|Brogatan 11|51433|TRANEMO|Medborgarplatsen 2|51433|TRANEMO|0325-576500|http://www.gymn.tranemo.se|gymnasiet@tranemo.se|TRANEMO KOMMUN|Marit Ekstener|Kommuner
Kommunal|2120001470|14|Västra Götalands län|1460|Bengtsfors|74375780|Vuxenutbildningen/SFI|Box 14|66621|BENGTSFORS|Brogatan 10|66630|BENGTSFORS|0531-526330|http://www.bengtsfors.se|vuxenutbildningen@bengtsfors.se|BENGTSFORS KOMMUN|Madeleine Hartman|Kommuner
Kommunal|2120001488|14|Västra Götalands län|1461|Mellerud|39061592|Vuxenutbildningen/SFI||46480|MELLERUD|Parkgatan 8|46430|MELLERUD|0530-18000|http://www.mellerud.se|madeleine.hartman@mellerud.se|MELLERUDS KOMMUN|Madeleine Hartman|Kommuner
Kommunal|2120001496|14|Västra Götalands län|1462|Lilla Edet|21873837|Arbetsmarknadsavd. SFI|Lilla Edets kommun|46380|LILLA EDET|Järnvägsgatan 12|46380|LILLA EDET|0520-659705|http://www.lillaedet.se|arbetsmarknadsavdelningen@lillaedet.se|LILLA EDETS KOMMUN|Ann-Christine Gustavsson|Kommuner
Kommunal|2120001504|14|Västra Götalands län|1463|Mark|55112937|Vuxenutbildningen i Mark|Varbergsvägen 6|51162|SKENE|Varbergsvägen 6|51162|SKENE|0320-217376|http://www.mark.se/invanare/barn-och-utbildning/vuxenutbildningen/c|vuxenutbildning@mark.se|MARKS KOMMUN|Inger Strömberg|Kommuner
Kommunal|2120001512|14|Västra Götalands län|1465|Svenljunga|59246649|SFI|Lärcentrum, Torggatan 9|51250|SVENLJUNGA|Torggatan 9|51250|SVENLJUNGA|0325-18223|http://www.svenljunga.se|barnutbildning@svenljunga.se|SVENLJUNGA KOMMUN|Bengtsson, Lars|Kommuner
Kommunal|2120001660|14|Västra Götalands län|1472|Tibro|84789385|Fågelviksgymnasiet, enhet 1 SFI|Gymnasiegatan 29|54332|TIBRO|Gymnasiegatan 29|54332|TIBRO|0504-18220|http://www.tibro.se|gymnasiet@tibro.se|TIBRO KOMMUN|Ann-Helen Alexandersson|Kommuner
Kommunal|2120001678|14|Västra Götalands län|1473|Töreboda|16455233|Komvux, Kanalskolan|Box 83|54522|TÖREBODA|Drottninggatan 2|54530|TÖREBODA|0506-18091|http://www.kanalskolan.se|kanal.skolan@toreboda.se|TÖREBODA KOMMUN|Erland Gustafsson|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|18317903|ABF/SFI|Odinsgatan 17, Odinsskolan|41103|GÖTEBORG|Odinsgatan 17|41103|GÖTEBORG|031-3332060|http://www.abfvux.se|maria.bjorck@abf.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|78189846|Academedia/Eductus, SFI|Falkenbergsgatan 3|41285|GÖTEBORG|Falkenbergsgatan 3|41285|GÖTEBORG|031-105201|http://www.eductus.se|therese.gustavsson@eductus.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|73135627|Cuben Utbildning AB/SFI|Regnbågsgatan 7|41755|GÖTEBORG|Regnbågsgatan 7|41755|GÖTEBORG|031-3896200|http://www.cubenutbildning.se|vux@cubenutbildning.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|39680932|Finska folkhögsk Göteborg SFI|Salviagatan 54|42440|ANGERED|Salviagatan 54|42658|ANGERED|031-3315066|http://www.finska.fhsk.se|info@finska.fhsk.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|90579579|Folkhögskolan Angered/SFI|Box 2107|42402|ANGERED|Box 2107|41301|ANGERED|031-483444||fhsk.ang@folkbildning.net|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|38372572|Folkuniversitetet/SFI|Polstjärnegatan 4 D|41756|GÖTEBORG|Polstjärnegatan 4 D|41756|GÖTEBORG|031-106500|http://www.folkuniversitetet.se/goteborg|vux.gbg@folkuniversitetet.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|14814372|Gbgs Tekn College ,GTC, SFI|Box 8090|40278|GÖTEBORG|Diagonalen 6|42655|GÖTEBORG|031-7603411|http://www.goteborgstekniskacollege.se|asa.blidby@gtc.com|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|58420194|Göteborgs folkhögskola SFI|Örlogsvägen 22|42671|VÄSTRA FRÖLUNDA|Örlogsvägen 22|42671|VÄSTRA FRÖLUNDA|031-7697600|http://www.gbg.fhsk.se|berit.roman@vgregion.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|93061796|Hermods AB/SFI|Mölndalsvägen 77|41263|GÖTEBORG|Mölndalsvägen 77|41263|GÖTEBORG|031-7607380|http://www.liberhermods.se|info@hermods.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|25882282|Hjälmareds folkhögskola|Byfogdegatan 6 C|41505|GÖTEBORG|Byfogdegatan 6 C|41505|GÖTEBORG|0706-141505|http://www.samjobb.se|sfi@samjobb.se|GÖTEBORGS KOMMUN|Lisbeth Alm|Kommuner
Landsting|2321000131|14|Västra Götalands län|1480|Göteborg|28952553|Interkulturella folkhögskolan|Galileis gata 34|41517|GÖTEBORG|Galileis gata 34|41517|GÖTEBORG|031-3304425||johan@interkulturella.se|VÄSTRA GÖTALANDS LÄNS LANDSTING|Vakant|Landsting
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|25471493|Iris Hadar/SFI och komvux|Ranängsgatan 3|41664|GÖTEBORG|Ranängsgatan 3|41664|GÖTEBORG|08-399200|http://www.irishadar.se|Gabriella.Jimenez@iris.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|88050820|Lernia/SFI|Anders Personsgatan 18|41664|GÖTEBORG|Anders Personsgatan 18|41664|GÖTEBORG|020-735735|http://www.lernia.se|vuxengymnasium@lernia.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|15197976|Prövningar/Vuxenutb.förvalt.|Box 5412|40229|GÖTEBORG|Skånegatan 20|41713|GÖTEBORG|031-3673000|http://www.educ.goteborg.se|info.provningar@educ.goteborg.se|GÖTEBORGS KOMMUN|Ingemar Hansson|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|96831466|Studium, SFI|Box 4100|40040|GÖTEBORG|Styrmansgatan 21 B|41667|GÖTEBORG|031-3673200|http://www.goteborg.se/studium|info.studium@educ.goteborg.se|GÖTEBORGS KOMMUN|Birre Thomasson|Kommuner
Kommunal|2120001355|14|Västra Götalands län|1480|Göteborg|40195537|SVEAS/SFI|Falkgatan 7|41667|GÖTEBORG|Falkgatan 7|41729|GÖTEBORG|031-255003|http://www.sveas.se|styrelsen@sveas.se|GÖTEBORGS KOMMUN|Vakant|Kommuner
Kommunal|2120001363|14|Västra Götalands län|1481|Mölndal|82987737|Vuxenutbildning Mölndal|Krokslätts fabriker 12A|43137|MÖLNDAL|Krokslätts fabriker 12A|43137|MÖLNDAL|031-3153130|http://www.molndal.se/vuxenutbildning|vuxenutbildning@molndal.se|MÖLNDALS KOMMUN|Tina Chavoshi-Alizadeh|Kommuner
Kommunal|2120001363|14|Västra Götalands län|1481|Mölndal|47419190|Vägledning och Kompetens Mölndal|Krokslätts Fabriker, Göteborgsvägen 97, Ingång 1|43137|MÖLNDAL|Krokslätts Fabriker, Göteborgsvägen 97, Ingång 1|43137|MÖLNDAL|031-3151014|http://www.molndal.se/vuxenutbildning|vkm@molndal.se|MÖLNDALS KOMMUN|Håkan Gustavsson|Kommuner
Kommunal|2120001371|14|Västra Götalands län|1482|Kungälv|44441670|Vuxenutb. i Kungälv SFI|Box 574|44216|KUNGÄLV|Borgarparken 28|44232|KUNGÄLV|0303-238000|http://www.kungalv.se/vuxenutbildningen|komvux@kungalv.se|KUNGÄLVS KOMMUN|Kurt-Olov Sjöström|Kommuner
Kommunal|2120001389|14|Västra Götalands län|1484|Lysekil|50533115|Lysekils Vuxenutbildning SFI|Verkstadsgatan 6|45330|LYSEKIL|Verkstadsgatan 6|45330|LYSEKIL|0523-613626|http://www.komvux.lysekil.se|registrator@lysekil.se|LYSEKILS KOMMUN|Lena Carlstedt|Kommuner
Kommunal|2120001397|14|Västra Götalands län|1485|Uddevalla|86633974|Vuxenutbildningen Ro 3 SFI|Kaserngården 1 A|45134|UDDEVALLA|Kaserngården 1 A|45134|UDDEVALLA|0522-697800|http://www.uddevalla.se|vuxenutbildningen@uddevalla.se|UDDEVALLA KOMMUN|Anneli Gustafsson|Kommuner
Kommunal|2120001397|14|Västra Götalands län|1485|Uddevalla|86895581|Vuxenutbildningen Ro 4 SFI|Kaserngården 1 A|45134|UDDEVALLA|Kaserngården 1 A|45134|UDDEVALLA|0522-697800|http://www.uddevalla.se|vuxenutbildningen@uddevalla.se|UDDEVALLA KOMMUN|Anita Andersson Hagsgård|Kommuner
Kommunal|2120001405|14|Västra Götalands län|1486|Strömstad|62278994|Vuxenutbildningen, SFI|Strömstads Vuxenutbildning|45280|STRÖMSTAD|Tångenvägen 2|45235|STRÖMSTAD|0526-19503|http://www.stromstad.se|vuxenutbildningen@stromstad.se|STRÖMSTADS KOMMUN|Lina Magnusson|Kommuner
Kommunal|2220002998|14|Västra Götalands län|1487|Vänersborg|72702603|Komvux, SFI|Box 317|46224|VÄNERSBORG|Vänerparken 5|46235|VÄNERSBORG|0521-271882|http://www.kunskapsforbundet.se|infovuxvbg@kunskapsforbundet.se|Kunskapsförbundet Väst|Mia Sundström|Kommunalförbund
Kommunal|2220002998|14|Västra Götalands län|1488|Trollhättan|96516552|Lärcentrum/SFI|Vuxenutbildningen, Nils Ercsonsgymnasiet, Gärdhemsvägen 27|46132|TROLLHÄTTAN|Gärdhemsvägen 27|46132|TROLLHÄTTAN|0520-497344|http://www.kunskapsforbundet.se|infovuxthn@kunskapsforbundet.se|Kunskapsförbundet Väst|Mia Sundström|Kommunalförbund
Kommunal|2120001553|14|Västra Götalands län|1489|Alingsås|21276225|Vuxenutbildningen, SFI|Östra Ringgatan 16|44181|ALINGSÅS|Östra Ringgatan 16|44131|ALINGSÅS|0322-616755|http://www.alingsas.se|vuxenutbildningen@alingsas.se|ALINGSÅS KOMMUN|Ulrika Alestig|Kommuner
Landsting|2321000131|14|Västra Götalands län|1490|Borås|58664105|Fristads Folkhögskola SFI|Folkhögskolevägen 7|51332|FRISTAD|Folkhögskolevägen 7|51332|FRISTAD|033-236800|http://www.fristads.fhsk.se|exp@fristads.fhsk.se|VÄSTRA GÖTALANDS LÄNS LANDSTING|Vakant|Landsting
Kommunal|2120001561|14|Västra Götalands län|1490|Borås|75470359|Komvux, SFI|Fabriksgatan 12|50338|BORÅS|Fabriksgatan 12|50338|BORÅS|033-357131|http://www.boras.se/utbildning|komvux@boras.se|BORÅS KOMMUN|Josipa Matic|Kommuner
Kommunal|2120001579|14|Västra Götalands län|1491|Ulricehamn|63966032|Tingsholmsgymn. vuxenutb., SFI||52386|ULRICEHAMN|Tre Rosors väg|52333|ULRICEHAMN|0321-595000|http://www.ulricehamn.se/tingsholm|so-tingsholm@ulricehamn.se|ULRICEHAMNS KOMMUN|Stefan Hagebring|Kommuner
Kommunal|2120001587|14|Västra Götalands län|1492|Åmål|75851915|Vuxenutbildningen, SFI|Schölinsgatan 7|66232|ÅMÅL|Schölinsgatan 7|66232|ÅMÅL|0532-17215|http://www.vux.amal.se|anna-lena.fredriksson@amal.se|ÅMÅLS KOMMUN|Annica Larsson|Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|48214042|Vuxenutbildning|Drottning Kristinas väg 50|54244|MARIESTAD|Drottning Kristinas väg 50|54244|MARIESTAD|0501-755600|http://www.komvux.mariestad.se|komvux@mariestad.se|MARIESTADS KOMMUN|Maria Appelgren|Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|80555928|Campus Lidköping, SFI|Fabriksgatan 2|53130|LIDKÖPING|Fabriksgatan 2|53130|LIDKÖPING|0510-770935|http://www.campus.lidkoping.se|campuslidkoping@lidkoping.se|LIDKÖPINGS KOMMUN|Annelie Svantesson|Kommuner
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|89497013|Vuxenutbildningen Skara SFI||53288|SKARA|Malmgatan 10|53231|SKARA|0511-32645|http://www.skara.se/vux|Sirpa.Molin@skara.se|SKARA KOMMUN|Camilla Börjesson Jansson|Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|59979402|Vuxenutbildning enhet 3|Wennerbergs gata 2|54150|SKÖVDE|Wennerbergs gata 2|54150|SKÖVDE|0500-497700|http://www.skovde.se/vuxenutbildning|vuxenutbildning@skovde.se|SKÖVDE KOMMUN|Hanna Bäcklund|Kommuner
Kommunal|2120001728|14|Västra Götalands län|1497|Hjo|25878197|SFI||54481|HJO|Lundbyvägen 12|54431|HJO|0503-32335|http://www.hjo.se|josefin.vester@hjo.se|HJO KOMMUN|Josefine Wester|Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|49915846|Kompetenscentrum SFI|Tidaholms kommun|52283|TIDAHOLM|Södra Kungsvägen 8|52234|TIDAHOLM|0502-606173|http://www.tidaholm.se|kompetenscentrum@tidaholm.se|TIDAHOLMS KOMMUN|Anders Liedholm|Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|72392339|Lärcenter 1|Lärcenter|52181|FALKÖPING|Nils Ericsonsgatan 5|52131|FALKÖPING|0515-887100|http://www.falkoping.se/vuxenutbildningen|kan@falkoping.se|FALKÖPINGS KOMMUN|Bernt Lundqvist|Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|46626063|Lärcenter 2|Lärcenter|52181|FALKÖPING|Nils Ericsonsgatan 5|52131|FALKÖPING|0515-887100|http://www.falkoping.se/vuxenutbildningen|Carina.Wideqvist@falkoping.se|FALKÖPINGS KOMMUN|Lena Carlstedt|Kommuner
Kommunal|2120001751|17|Värmlands län|1715|Kil|74258186|Vuxenskolan SFI|Gärdesgatan 12|66532|KIL|Gärdesgatan 12|66532|KIL|0554-12700|http://www.sv.se/|madelene.terner@sv.se|KILS KOMMUN|Torbjörn Nilsson|Kommuner
Kommunal|2120001769|17|Värmlands län|1730|Eda|30777960|Kommunal vuxenutbildning|Box 30|67040|ÅMOTFORS|Älvuddsgatan 38|67040|ÅMOTFORS|0571-28301|http://www.eda.se/|edagymnasieskola@eda.se|EDA KOMMUN|Dan Forkéus|Kommuner
Kommunal|2120001777|17|Värmlands län|1737|Torsby|67479283|Stjerneskolan, SFI|60 Stjerneskolan|68580|TORSBY|Fabriksgatan 3|68534|TORSBY|0560-16000|http://www.stjerneskolan.se|stjerneskolan@edu.torsby.se|TORSBY KOMMUN|Ros-Marie Johnsdotter|Kommuner
Kommunal|2120001785|17|Värmlands län|1760|Storfors|60010408|Forsbroskolan, SFI|Box 1001|68829|STORFORS|Folkets Hus, Centrumplan 1|68830|STORFORS|0550-65226|http://www.storfors.se|annelie.izindre@storfors.se|STORFORS KOMMUN|Annelie Izindre|Kommuner
Kommunal|2120001801|17|Värmlands län|1762|Munkfors|36461282|Geijerskolan SFI||68493|RANSÄTER|Geijerskolan|68493|RANSÄTER|0552-30250|http://www.geijerskolan.se|info@geijerskolan.se|MUNKFORS KOMMUN|Håkan Jonasson|Kommuner
Kommunal|2120001819|17|Värmlands län|1763|Forshaga|58852846|Kommunal vuxenutbildning|Box 93|66722|FORSHAGA|Malmgatan 2|66732|FORSHAGA|054-172110|http://www.forshaga.se/vux|stefan.axelsson@forshaga.se|FORSHAGA KOMMUN|Gunilla Andersson Gärds|Kommuner
Kommunal|2120001835|17|Värmlands län|1765|Årjäng|53479006|Årjängs gymnasieskola, SFI|Box 908|67229|ÅRJÄNG|Högdalsvägen 4|67231|ÅRJÄNG|0573-14225|http://www.arjang.se|agyskolan@arjang.se|ÅRJÄNGS KOMMUN|Ane Skoland|Kommuner
Kommunal|2120001843|17|Värmlands län|1766|Sunne|66839765|Sunne gymnasieskola, SFI|36. Storgatan 39|68680|SUNNE|Storgatan 39|68630|SUNNE|0565-17935|http://www.sunne.se/|kommun@sunne.se|SUNNE KOMMUN|Åke Svensson|Kommuner
Kommunal|2120001850|17|Värmlands län|1780|Karlstad|74595869|Tingvallagymnasiet SFI|Karlstad-Hammarö gymnasieskola, Tingvallagymnasiet Alen|65184|KARLSTAD|Tingvallagatan 6|66050|KARLSTAD|054-5401650|http://www.karlstad.se/khg|tingvallagymnasiet@karlstad.se|KARLSTADS KOMMUN|Christine Holmberg|Kommuner
Kommunal|2120001850|17|Värmlands län|1780|Karlstad|64213500|Tingvallagymnasiet Uppdragsutbildning|Tingvallagymnasiet|65184|KARLSTAD|Karlbergsgatan 2A|65184|KARLSTAD|054-5400000|http://www.karlstad.se|vuxenutbildningen@karlstad.se|KARLSTADS KOMMUN|Christine Holmberg|Kommuner
Kommunal|2120001850|17|Värmlands län|1780|Karlstad|64061266|Vuxenutbildningen Karlstad-Hammarö|Vuxenutbildningen Karlstad-Hammarö|65184|KARLSTAD|Tingvallagatan 6|65593|KARLSTAD|054-5400000|http://www.karlstad.se/khg|vuxenutbildningen@karlstad.se|KARLSTADS KOMMUN|Urban Karlsson|Kommuner
Kommunal|2120001868|17|Värmlands län|1781|Kristinehamn|90112622|Komvux, SFI|3. Brogårdsskolan|68184|KRISTINEHAMN|Gamla Kyrkogatan 2|68138|KRISTINEHAMN|0550-88510|http://www.kristinehamn.se/skola-barnomsorg|info.komvux@kristinehamn.se|KRISTINEHAMNS KOMMUN|Anna Brandelgård|Kommuner
Kommunal|2120001876|17|Värmlands län|1782|Filipstad|40418974|Frivilliga skolformer, Kommunal vuxenutbildning|Box 310|68227|FILIPSTAD|Fogdevägen 2|68231|FILIPSTAD|0590-61412|http://filipstad.se|spangbergsgymnasiet@filipstad.se|FILIPSTADS KOMMUN|Peter Ramqvist|Kommuner
Kommunal|2120001884|17|Värmlands län|1783|Hagfors|49300918|Älvstrandsgymn. komvux, SFI||68380|HAGFORS|Älvstrandsvägen 2|68330|HAGFORS|0563-18860|http://www.alvstranden.hagfors.se|gymnasiet@hagfors.se|HAGFORS KOMMUN|Roland Wiklund|Kommuner
Kommunal|2120001892|17|Värmlands län|1784|Arvika|30885683|ANC, SFI|Box 913|67129|ARVIKA|ANC, Strandvägen 2|67151|ARVIKA|0570-749226|http://www.aanc.se|info.sfi@aanc.se|ARVIKA KOMMUN|Ellinor Axelsson|Kommuner
Kommunal|2120001900|17|Värmlands län|1785|Säffle|86564020|Lärcenter, SFI|Box 717|66129|SÄFFLE|Forskningsvägen 1|66132|SÄFFLE|0533-681909|http://www.larcenter.se|info@larcenter.se|SÄFFLE KOMMUN|Owe Johansson|Kommuner
Kommunal|2120002981|18|Örebro län|1814|Lekeberg|29614389|Lekebergsskolan SFI|Bangatan 7|71631|FJUGESTA|Letstigen 2|71631|FJUGESTA|0585-48822|http://www.lekeberg.se/barnutb/|kub@lekeberg.se|LEKEBERGS KOMMUN|Anita Ladinek|Kommuner
Kommunal|2220001180|18|Örebro län|1861|Hallsberg|41822849|Vuxenutbildning SFI||69480|HALLSBERG|Södra Allén 14|69430|HALLSBERG|0582-685238|http://www.sydnarkeutbildningar.se|komvux@sydnarkeutbildningar.se|SYDNÄRKES UTBILDNINGSFÖRBUND|Lena Hansson|Kommunalförbund
Kommunal|2120001942|18|Örebro län|1863|Hällefors|10023587|SFI|Klockarvägen 4|71234|HÄLLEFORS|klockarvägen 4|71234|HÄLLEFORS|0591-64196|http://www.hellefors.se|annika.eriksson@hellefors.se|HÄLLEFORS KOMMUN|Annika Eriksson|Kommuner
Kommunal|2120001959|18|Örebro län|1864|Ljusnarsberg|82762537|Komvux, SFI|Ljusnarsbergs kommun|71480|KOPPARBERG|Kapellansgatan 5|71431|KOPPARBERG|0580-80633|http://www.ljusnarsberg.se/|kommun@ljusnarsberg.se|LJUSNARSBERGS KOMMUN|Ida Andersson|Kommuner
Kommunal|2120001967|18|Örebro län|1880|Örebro|26714973|Komvux Örebro / Grund|Box 32180|70135|ÖREBRO|Hagagatan 53|70346|ÖREBRO|019-216349|http://www.orebro.se|svanfridur.birgisdottir@orebro.se|ÖREBRO KOMMUN|Staffan Östman|Kommuner
Kommunal|2120001967|18|Örebro län|1880|Örebro|76903247|Komvux Örebro / SFI|Box  32160|70135|ÖREBRO|Hagagatan 53|70346|ÖREBRO|019-216349|http://www.orebro.se|svanfridur.birgisdottir@orebro.se|ÖREBRO KOMMUN|Svanfridur Birgisdottir|Kommuner
Kommunal|2120001975|18|Örebro län|1881|Kumla|13053763|Vuxenutbildning i Kumla SFI|Kumla kommun|69280|KUMLA|S Kungsvägen 1 FdAGE skofabrik|69231|KUMLA|019-588000|http://www.kumla.se|livslangtlarande@kumla.se|KUMLA KOMMUN|Gunnar Andersson|Kommuner
Kommunal|2120001991|18|Örebro län|1883|Karlskoga|93809628|Karlskoga folkhögskola SFI|Rektor Lindholms väg 23|69144|KARLSKOGA|Rektor Lindholms väg 23|69144|KARLSKOGA|0586-64600|http://www.karlskoga.se/fhsk|karlskoga.fhsk@folkbildning.net|KARLSKOGA KOMMUN|Elaine Lindblom|Kommuner
Kommunal|2120001991|18|Örebro län|1883|Karlskoga|76569361|Kommunal vuxenutbildning, SFI|27. Komvux|69183|KARLSKOGA|Gösta Berlings väg 20|69138|KARLSKOGA|0586-61546|http://www.karlskoga.se|larsjohan.fahlstrom@karlskoga.se|KARLSKOGA KOMMUN|Johan Fahlström|Kommuner
Kommunal|2120002007|18|Örebro län|1884|Nora|79268061|KomVux Nora, SFI|Tingshuset|71380|NORA|Malmgatan 4|71330|NORA|0587-81240|http://www.nora.se|nora.kommun@nora.se|NORA KOMMUN|Claes Dyst|Kommuner
Kommunal|2120002015|18|Örebro län|1885|Lindesberg|43079205|Vuxenutbildningen Masugnen SFI|Sinderstalpsvägen 1|71131|LINDESBERG|Sinderstalpsvägen 1|71131|LINDESBERG|0581-81600|http://www.masugnen.se|masugnen.mail@lindesberg.se|LINDESBERGS KOMMUN|Catrine Pernros-Eriksson|Kommuner
Kommunal|2120002056|19|Västmanlands län|1960|Kungsör|60462003|Vuxenutbildning/SFI|Kungsörs kommun|73685|KUNGSÖR|Skolgatan 5|73633|KUNGSÖR|0227-600327|http://www..kungsor.se/vuxenutbildning|barnochutbildning@kungsor.se|KUNGSÖRS KOMMUN|Kristin Fernerud|Kommuner
